Number of Population from Registration by Age Group Region and Province: 2012-2022,,,,,,,,,,,,,
Unit: person,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Province,Age group,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Central Region,Suphan Buri Province,70  -  74,"25,506","24,631","24,309","24,700","24,809","26,219","27,638","29,856","31,649","33,313","35,154"
Central Region,Suphan Buri Province,75  -  79,"18,653","20,642","21,380","21,208","21,566","21,002","20,706","20,377","20,820","20,844","22,056"
Central Region,Suphan Buri Province,80  -  84,"11,033","12,184","12,599","13,434","14,174","14,854","15,580","16,177","16,162","16,482","15,935"
Central Region,Suphan Buri Province,85  -  89,"5,014","6,195","6,514","6,843","7,126","7,360","7,735","8,025","8,548","9,087","9,487"
Central Region,Suphan Buri Province,90  -  94,"1,670","2,127","2,262","2,429","2,621","2,816","2,999","3,181","3,410","3,572","3,679"
Central Region,Suphan Buri Province,95  -  99,468,592,652,671,705,713,782,835,881,969,"1,112"
Central Region,Suphan Buri Province,100 and over,232,265,296,340,172,235,253,276,311,368,456
Central Region,Suphan Buri Province,Unknown/lunar Calendar,29,19,19,19,-,-,-,-,-,-,-
Central Region,Suphan Buri Province,Population Registered in House Registration and Non  -  Thai nationalities,833,895,"1,292","1,567","1,561","1,651","1,805","1,857","1,888","1,894",
Central Region,Suphan Buri Province,Population Registered in Central House Registration,"5,666","5,856","5,793","5,920","5,874","6,644","6,691","6,737","2,290","2,398",
Central Region,Suphan Buri Province, Transferring population,"1,104","1,160","1,064","1,406","1,391","1,548","1,557","1,487",205,184,
Central Region,Nakhon Pathom Province,Total,"874,616","882,184","891,071","899,342","905,008","911,492","917,053","920,030","920,729","922,171","921,882"
Central Region,Nakhon Pathom Province,0 - 4,"50,369","49,659","49,188","48,617","47,177","45,221","43,835","42,243","40,940","39,183","39,253"
Central Region,Nakhon Pathom Province,5-Sep,"52,404","52,853","52,132","51,394","51,381","51,473","50,942","50,380","49,892","48,354","52,056"
Central Region,Nakhon Pathom Province,Oct-14,"52,671","51,713","52,098","51,842","52,251","52,893","53,197","52,687","51,836","51,833","53,040"
Central Region,Nakhon Pathom Province,15  -  19,"67,239","66,335","64,490","62,442","58,762","55,848","54,573","53,764","53,147","53,382","54,442"
Central Region,Nakhon Pathom Province,20  -  24,"67,029","67,830","68,822","69,866","70,848","71,583","69,952","67,805","65,226","60,912","57,917"
Central Region,Nakhon Pathom Province,25  -  29,"63,970","62,415","62,347","62,540","63,269","64,698","65,868","66,629","67,752","68,856","70,166"
Central Region,Nakhon Pathom Province,30  -  34,"72,161","71,346","70,068","68,690","66,889","64,534","62,999","62,476","62,629","63,649","65,575"
Central Region,Nakhon Pathom Province,35  -  39,"72,195","72,973","73,519","73,844","73,235","72,524","72,038","70,597","69,247","67,598","65,524"
Central Region,Nakhon Pathom Province,40  -  44,"72,548","71,448","71,405","71,081","71,442","72,117","73,104","73,598","74,021","73,236","72,960"
Central Region,Nakhon Pathom Province,45  -  49,"71,768","72,425","71,832","71,417","71,882","71,989","70,978","70,815","70,650","70,912","71,838"
Central Region,Nakhon Pathom Province,50  -  54,"62,950","64,757","67,165","68,829","70,050","70,520","71,345","70,770","70,400","70,702","70,922"
Central Region,Nakhon Pathom Province,55  -  59,"49,890","48,937","51,347","55,780","58,666","61,128","63,175","65,494","67,160","68,145","68,826"
Central Region,Nakhon Pathom Province,60  -  64,"36,894","39,692","41,308","41,767","42,921","44,935","47,317","49,687","54,065","56,625","59,105"
Central Region,Nakhon Pathom Province,65  -  69,"24,312","26,850","29,314","31,475","33,526","35,787","37,408","38,937","39,386","40,348","42,225"
Central Region,Nakhon Pathom Province,70  -  74,"20,031","19,781","20,060","20,902","21,770","22,989","24,335","26,624","28,587","30,319","32,450"
Central Region,Nakhon Pathom Province,75  -  79,"14,614","16,012","16,555","16,658","16,907","16,799","17,020","17,263","17,980","18,644","19,738"
Central Region,Nakhon Pathom Province,80  -  84,"8,754","9,703","10,269","10,776","11,319","11,943","12,509","13,050","13,035","13,097","12,976"
Central Region,Nakhon Pathom Province,85  -  89,"4,285","5,229","5,420","5,666","5,989","6,270","6,614","6,919","7,309","7,628","7,963"
Central Region,Nakhon Pathom Province,90  -  94,"1,479","1,873","2,017","2,180","2,372","2,574","2,773","2,915","3,076","3,260","3,363"
Central Region,Nakhon Pathom Province,95  -  99,479,597,626,667,675,738,798,821,904,962,"1,106"
Central Region,Nakhon Pathom Province,100 and over,280,354,387,396,146,186,230,254,304,353,435
Central Region,Nakhon Pathom Province,Unknown/lunar Calendar,11,6,6,6,1,1,1,1,1,1,2
Central Region,Nakhon Pathom Province,Population Registered in House Registration and Non  -  Thai nationalities,"1,630","1,824","4,672","3,382","2,941","3,057","3,324","3,604","3,744","4,513",
Central Region,Nakhon Pathom Province,Population Registered in Central House Registration,"4,316","4,716","4,110","6,207","7,752","8,855","9,778","9,851","9,013","9,417",
Central Region,Nakhon Pathom Province, Transferring population,"2,337","2,856","1,914","2,918","2,837","2,830","2,940","2,846",425,242,
Central Region,Samut Sakhon Province,Total,"508,812","519,457","531,887","545,454","556,719","568,465","577,964","584,703","586,199","586,789","589,428"
Central Region,Samut Sakhon Province,0 - 4,"31,290","31,241","31,260","31,113","30,245","29,277","28,621","27,949","26,905","25,632","28,370"
Central Region,Samut Sakhon Province,5-Sep,"32,176","32,546","32,595","32,218","32,535","33,056","32,950","32,917","32,782","31,486","54,260"
Central Region,Samut Sakhon Province,Oct-14,"32,398","31,713","31,736","31,826","32,273","32,766","33,211","33,206","32,832","32,998","35,358"
Central Region,Samut Sakhon Province,15  -  19,"38,514","38,019","37,390","35,991","34,497","32,974","32,356","32,498","32,683","32,976","34,110"
Central Region,Samut Sakhon Province,20  -  24,"35,375","36,244","36,746","37,638","38,278","38,909","38,581","38,296","37,036","35,179","35,123"
Central Region,Samut Sakhon Province,25  -  29,"35,739","35,526","35,859","36,188","37,144","38,433","39,622","40,254","41,095","41,838","43,465"
Central Region,Samut Sakhon Province,30  -  34,"41,716","41,224","40,560","39,915","39,345","38,686","38,499","38,840","39,181","39,742","41,863"
Central Region,Samut Sakhon Province,35  -  39,"42,649","43,367","44,107","45,052","44,906","44,480","44,232","43,493","42,565","41,560","41,264"
Central Region,Samut Sakhon Province,40  -  44,"43,840","43,207","43,271","43,212","43,440","44,095","44,936","45,712","46,586","46,153","46,056"
Central Region,Samut Sakhon Province,45  -  49,"42,315","43,093","43,113","43,158","43,979","44,228","43,692","43,791","43,671","43,736","44,563"
Central Region,Samut Sakhon Province,50  -  54,"35,212","36,753","38,523","39,991","41,077","42,026","42,911","42,850","42,918","43,402","43,809"
Central Region,Samut Sakhon Province,55  -  59,"27,586","27,444","28,840","31,129","33,025","34,522","36,291","37,957","39,217","40,009","41,123"
Central Region,Samut Sakhon Province,60  -  64,"19,912","21,478","22,767","23,123","23,918","25,351","26,756","28,132","30,358","31,959","33,398"
Central Region,Samut Sakhon Province,65  -  69,"13,028","14,352","15,620","17,027","18,235","19,490","20,489","21,760","22,099","22,522","23,840"
Central Region,Samut Sakhon Province,70  -  74,"10,438","10,640","10,992","11,514","11,807","12,437","13,349","14,515","15,790","16,717","17,870"
Central Region,Samut Sakhon Province,75  -  79,"7,492","8,257","8,522","8,633","9,024","9,206","9,358","9,627","10,081","10,181","10,774"
Central Region,Samut Sakhon Province,80  -  84,"4,379","4,903","5,094","5,491","5,867","6,179","6,574","6,821","6,884","7,044","7,232"
Central Region,Samut Sakhon Province,85  -  89,"2,070","2,539","2,752","2,826","3,017","3,202","3,406","3,533","3,833","3,971","4,139"
Central Region,Samut Sakhon Province,90  -  94,789,993,"1,040","1,098","1,170","1,302","1,428","1,546","1,618","1,664","1,752"
Central Region,Samut Sakhon Province,95  -  99,308,352,371,393,419,429,476,492,529,545,629
Central Region,Samut Sakhon Province,100 and over,169,236,271,293,142,196,224,237,272,323,427
Central Region,Samut Sakhon Province,Unknown/lunar Calendar,6,4,4,4,3,3,3,3,3,3,3
Central Region,Samut Sakhon Province,Population Registered in House Registration and Non  -  Thai nationalities,"1,038","1,066","14,613","6,219","3,455","3,735","4,134","4,616","5,065","5,371",
Central Region,Samut Sakhon Province,Population Registered in Central House Registration,"8,474","12,460","4,267","19,602","27,190","31,785","34,134","33,982","31,815","31,447",
Central Region,Samut Sakhon Province, Transferring population,"1,899","1,800","1,574","1,800","1,728","1,698","1,731","1,676",381,331,
Central Region,Samut Songkhram Province,Total,"194,042","194,116","194,189","194,376","194,069","193,902","193,791","193,305","192,052","190,842","189,453"
Central Region,Samut Songkhram Province,0 - 4,"9,438","9,067","8,930","8,685","8,275","7,879","7,639","7,260","6,940","6,690","6,477"
Central Region,Samut Songkhram Province,5-Sep,"10,520","10,406","10,164","9,841","9,641","9,466","9,207","9,018","8,800","8,358","9,058"
Central Region,Samut Songkhram Province,Oct-14,"10,961","10,627","10,552","10,447","10,502","10,464","10,418","10,234","9,880","9,666","9,618"
Central Region,Samut Songkhram Province,15  -  19,"12,887","12,724","12,339","11,905","11,436","10,842","10,532","10,497","10,402","10,442","10,492"
Central Region,Samut Songkhram Province,20  -  24,"12,190","12,216","12,194","12,234","12,138","12,234","12,120","11,856","11,551","11,037","10,564"
Central Region,Samut Songkhram Province,25  -  29,"13,539","13,062","12,708","12,610","12,464","12,458","12,424","12,293","12,387","12,430","12,550"
Central Region,Samut Songkhram Province,30  -  34,"15,198","14,915","14,572","14,050","13,605","13,146","12,751","12,426","12,286","12,140","12,072"
Central Region,Samut Songkhram Province,35  -  39,"15,162","15,025","15,061","15,225","15,152","14,792","14,478","14,152","13,626","13,188","12,784"
Central Region,Samut Songkhram Province,40  -  44,"15,760","15,541","15,302","15,066","14,751","14,800","14,713","14,741","14,899","14,775","14,438"
Central Region,Samut Songkhram Province,45  -  49,"15,856","16,041","15,789","15,323","15,320","15,374","15,160","14,933","14,698","14,346","14,368"
Central Region,Samut Songkhram Province,50  -  54,"14,390","14,529","14,854","15,339","15,532","15,514","15,635","15,381","14,943","14,971","14,950"
Central Region,Samut Songkhram Province,55  -  59,"12,669","12,056","12,229","12,975","13,542","13,910","14,195","14,564","14,978","15,108","15,106"
Central Region,Samut Songkhram Province,60  -  64,"10,263","10,849","11,271","11,083","10,970","11,147","11,628","11,798","12,596","13,154","13,515"
Central Region,Samut Songkhram Province,65  -  69,"7,471","7,838","8,340","8,873","9,364","9,869","10,201","10,654","10,504","10,264","10,474"
Central Region,Samut Songkhram Province,70  -  74,"5,896","5,981","6,117","6,405","6,671","6,918","7,125","7,558","8,069","8,509","8,984"
Central Region,Samut Songkhram Province,75  -  79,"4,898","5,175","5,205","5,119","5,035","5,066","5,092","5,242","5,512","5,699","5,909"
Central Region,Samut Songkhram Province,80  -  84,"3,088","3,473","3,556","3,633","3,867","3,893","4,002","4,046","3,969","3,870","3,941"
Central Region,Samut Songkhram Province,85  -  89,"1,562","1,866","1,970","1,998","2,120","2,153","2,288","2,324","2,436","2,556","2,533"
Central Region,Samut Songkhram Province,90  -  94,534,691,726,793,842,944,963,"1,034","1,079","1,112","1,133"
Central Region,Samut Songkhram Province,95  -  99,153,198,231,229,216,253,271,285,323,325,366
Central Region,Samut Songkhram Province,100 and over,56,63,63,63,55,67,81,78,81,94,121
Central Region,Samut Songkhram Province,Unknown/lunar Calendar,3,2,2,2,-,-,-,-,-,-,-
Central Region,Samut Songkhram Province,Population Registered in House Registration and Non  -  Thai nationalities,207,205,850,573,418,417,482,520,554,569,
Central Region,Samut Songkhram Province,Population Registered in Central House Registration,"1,142","1,369",979,"1,732","1,978","2,106","2,211","2,220","1,499","1,498",
Central Region,Samut Songkhram Province, Transferring population,199,197,185,173,175,190,175,191,40,41,
Central Region,Phetchaburi Province,Total,"468,874","471,087","474,192","478,589","480,652","482,375","484,294","485,191","482,193","482,875","482,950"
Central Region,Phetchaburi Province,0 - 4,"26,817","26,255","25,941","25,540","24,869","23,909","23,148","22,161","21,383","20,342","19,487"
Central Region,Phetchaburi Province,5-Sep,"27,453","27,590","27,565","27,372","27,304","27,174","26,730","26,432","25,978","25,226","25,673"
Central Region,Phetchaburi Province,Oct-14,"28,170","27,370","27,324","27,214","27,322","27,748","27,873","27,818","27,601","27,565","27,776"
Central Region,Phetchaburi Province,15  -  19,"32,664","32,496","31,919","31,074","29,717","28,208","27,486","27,480","27,401","27,618","28,229"
Central Region,Phetchaburi Province,20  -  24,"33,223","33,210","33,281","33,358","33,495","33,280","33,383","32,369","31,329","29,953","28,555"
Central Region,Phetchaburi Province,25  -  29,"34,636","33,839","33,292","32,897","32,854","33,391","33,632","33,806","33,548","33,531","33,728"
Central Region,Phetchaburi Province,30  -  34,"36,694","36,312","35,700","35,596","35,350","34,529","33,666","33,081","32,573","32,734","33,676"
Central Region,Phetchaburi Province,35  -  39,"37,581","37,592","37,508","37,350","36,824","36,276","35,982","35,451","35,273","35,030","34,682"
Central Region,Phetchaburi Province,40  -  44,"38,946","38,173","37,963","37,710","37,438","37,350","37,460","37,233","37,080","36,534","36,327"
Central Region,Phetchaburi Province,45  -  49,"37,888","38,660","38,483","38,265","38,592","38,573","37,955","37,667","37,460","37,223","37,369"
Central Region,Phetchaburi Province,50  -  54,"33,387","33,900","35,129","36,269","36,995","37,376","38,204","38,024","37,738","37,953","38,214"
Central Region,Phetchaburi Province,55  -  59,"27,473","26,835","28,243","30,154","31,446","32,502","33,188","34,399","35,465","36,209","36,843"
Central Region,Phetchaburi Province,60  -  64,"20,979","22,601","23,115","23,276","23,836","24,955","26,008","27,348","29,193","30,483","31,781"
Central Region,Phetchaburi Province,65  -  69,"14,232","15,353","16,925","18,248","19,333","20,510","21,375","21,837","21,981","22,550","23,858"
Central Region,Phetchaburi Province,70  -  74,"12,389","11,991","11,953","12,296","12,604","13,054","13,949","15,467","16,677","17,702","18,967"
Central Region,Phetchaburi Province,75  -  79,"9,816","10,298","10,486","10,330","10,444","10,440","10,271","10,266","10,561","10,818","11,429"
Central Region,Phetchaburi Province,80  -  84,"6,181","6,953","7,086","7,403","7,707","7,845","7,997","8,167","8,029","8,141","8,172"
Central Region,Phetchaburi Province,85  -  89,"2,946","3,571","3,801","3,933","4,019","4,216","4,544","4,652","4,882","5,089","5,176"
Central Region,Phetchaburi Province,90  -  94,931,"1,245","1,366","1,446","1,560","1,697","1,791","1,887","1,989","2,017","2,116"
